date,Tmin,Tmax,vent,pluie
2038-11-27,2.0,40.0,80.0,35.0
2046-09-02,3.0,35.0,80.0,35.0
2044-09-02,4.1,12.1,20.7,0.2
2029-03-06,9.6,18.3,32.6,4.8
2022-09-26,8.7,14.8,14.0,9.6
2024-02-05,0.0,45.0,75.0,40.0
2038-12-14,9.7,16.2,24.3,8.2
2029-10-20,3.0,37.0,85.0,30.0
2031-09-11,9.0,17.8,20.2,0.4
2041-09-26,14.5,23.4,16.5,4.6
2026-05-19,11.7,17.6,23.8,2.2
2037-08-18,11.4,18.0,9.0,2.6
2023-03-11,10.1,19.3,19.4,3.3
2030-05-06,16.0,23.8,10.6,5.3
2026-03-01,10.8,20.1,27.3,6.4
2047-07-06,13.0,18.5,2.8,0.7
2036-04-25,11.1,17.7,25.3,0.3
2022-12-17,13.3,20.5,18.4,2.1
2042-09-28,4.1,13.2,5.6,2.9
2024-04-25,6.3,14.6,21.3,3.4
2037-01-15,9.1,15.2,22.7,5.5
2030-06-20,8.9,16.5,16.6,3.8
2041-10-11,11.2,16.5,10.9,30.0
2037-05-27,11.6,19.6,15.6,2.6
2031-07-10,12.9,22.3,19.9,5.8
2034-05-18,8.6,17.2,21.4,3.1
2033-12-10,10.6,17.7,9.5,5.3
2042-07-22,18.6,26.8,21.6,3.8
2046-11-30,11.6,18.7,15.3,9.6
2032-06-01,7.9,16.2,29.3,4.3
2024-04-03,11.7,17.0,35.3,5.0
2044-05-20,9.0,14.9,29.7,8.7
2032-03-19,6.9,14.5,18.6,0.1
2039-05-26,12.6,20.1,14.8,1.0
2035-04-14,10.9,16.8,12.3,21.1
2022-08-10,8.6,14.7,9.8,1.5
2046-08-13,11.4,20.5,16.6,1.4
2032-01-27,10.9,17.5,14.8,1.4
2037-08-19,15.1,23.4,22.3,2.0
2027-05-09,6.7,15.5,18.5,1.5
2045-08-10,2.0,35.0,80.0,40.0
2026-12-15,7.5,13.6,29.9,1.6
2032-06-24,13.9,21.1,23.0,0.2
2046-05-26,8.7,17.2,24.9,3.2
2047-11-23,-2.0,45.0,70.0,45.0
2025-10-07,9.7,18.7,7.7,17.6
2029-06-10,4.1,11.4,29.8,3.5
2047-04-05,12.6,18.2,16.7,6.8
2036-01-19,9.6,18.0,12.6,1.4
2036-08-06,8.8,15.4,20.7,1.9
2026-03-02,7.6,13.9,16.0,3.2
2046-06-27,10.7,16.7,12.5,0.3
2021-01-24,5.7,14.4,18.6,2.8
2032-06-02,5.4,10.6,24.5,2.8
2036-01-17,-2.0,42.0,70.0,45.0
2046-07-01,13.2,19.2,21.4,2.0
2038-08-09,8.6,16.6,8.6,1.0
2047-07-05,5.8,14.7,2.3,2.5
2037-10-14,10.9,20.3,27.8,17.4
2042-04-19,9.3,14.8,30.9,2.4
2042-11-15,11.0,16.7,15.1,11.2
2034-05-07,8.2,16.0,22.1,1.9
2048-01-07,10.3,19.0,19.5,3.0
2024-11-28,6.7,15.3,24.7,1.9
2023-03-01,5.0,10.6,18.2,3.0
2046-04-11,12.0,17.4,22.4,4.7
2030-10-26,6.1,12.3,22.9,3.6
2024-09-09,12.8,18.8,14.6,2.2
2037-09-27,7.4,13.3,19.5,0.7
2026-10-30,12.1,18.6,33.9,1.1
2035-02-28,6.2,14.8,18.7,5.7
2041-11-19,11.5,17.3,15.5,2.5
2044-07-31,10.7,17.0,14.9,1.9
2041-08-01,2.0,37.0,75.0,45.0
2041-12-02,3.8,11.5,15.2,5.2
2037-04-19,0.0,42.0,70.0,30.0
2029-02-08,7.5,16.9,21.1,15.8
2035-05-30,10.8,19.6,10.4,14.6
2040-12-23,7.5,13.3,26.1,6.1
2040-02-14,8.0,15.4,29.8,3.0
2024-11-19,14.6,23.3,21.2,2.0
2028-10-29,13.5,22.5,30.0,3.4
2041-05-20,4.7,12.2,8.3,2.0
2022-08-29,15.6,23.6,18.9,3.8
2026-05-12,19.4,27.0,18.3,1.3
2027-03-03,5.6,14.3,21.1,4.5
2035-07-21,-2.0,42.0,90.0,30.0
2045-05-15,2.0,40.0,75.0,35.0
2023-09-21,8.0,14.2,20.3,4.1
2036-11-18,10.9,17.7,26.9,2.6
2036-09-28,7.1,16.2,19.1,18.7
2032-03-01,4.0,11.6,14.7,3.5
2034-05-11,3.0,37.0,80.0,30.0
2047-03-16,8.9,17.8,17.3,0.3
2034-08-22,12.7,22.6,9.4,2.5
2046-10-01,11.9,17.9,18.2,1.1
2028-05-02,10.3,17.3,31.1,0.2
2037-08-31,9.1,17.9,26.8,1.7
2035-03-22,-2.0,42.0,70.0,40.0
2031-07-27,9.4,17.8,18.2,5.5
2035-12-20,10.9,17.7,29.5,3.5
2038-10-27,6.3,13.9,24.3,18.6
2031-12-27,7.0,16.7,11.5,1.7
2046-09-22,12.1,20.5,12.8,1.1
2035-04-02,17.1,26.9,15.7,5.1
2045-05-04,9.2,15.8,14.2,8.9
2042-09-20,9.5,18.7,26.9,15.2
2042-06-01,12.6,18.7,14.7,0.0
2029-05-28,12.1,20.8,23.8,6.3
2028-09-13,-2.0,40.0,70.0,45.0
2028-04-02,10.0,15.2,5.6,12.2
2024-08-03,9.9,15.0,21.1,2.7
2027-10-02,12.7,17.8,15.8,4.1
2044-03-31,13.8,23.8,16.2,0.8
2042-06-24,14.8,24.8,16.8,1.2
2034-09-17,11.5,19.3,26.0,7.2
2028-02-27,10.0,19.2,18.3,2.2
2038-02-24,10.9,20.5,32.1,3.5
2042-07-05,7.4,16.3,31.4,3.4
2036-12-12,8.2,15.8,22.2,5.2
2024-08-08,6.1,12.5,6.1,1.1
2026-12-24,14.1,22.8,7.0,0.6
2033-12-24,11.6,17.1,31.0,5.4
2046-06-03,10.6,18.6,16.2,6.3
2045-01-13,13.5,23.0,24.4,0.5
2024-09-01,10.5,18.5,36.6,4.8
2034-11-11,9.0,16.4,11.5,8.2
2023-01-09,15.0,23.2,35.1,0.2
2023-08-24,14.3,22.6,16.7,4.3
2021-09-10,16.4,25.7,21.1,2.0
2023-05-23,5.9,13.2,17.0,3.9
2038-10-29,14.7,23.2,0.6,1.9
2047-09-23,7.4,14.0,19.2,4.0
2032-05-03,11.9,20.5,25.0,6.7
2045-11-02,2.0,42.0,85.0,45.0
2037-01-01,12.2,21.7,18.6,0.9
2027-09-19,9.8,17.6,14.4,1.2
2029-01-27,9.4,17.2,25.5,8.0
2044-12-25,14.4,20.4,26.1,0.2
2030-03-25,9.8,17.7,30.1,2.9
2040-01-30,9.8,15.8,21.0,6.8
2043-08-17,9.7,17.7,25.5,2.4
2042-03-09,11.6,18.7,23.6,1.1
2040-01-31,12.5,18.1,20.5,1.3
2044-04-22,0.0,37.0,90.0,40.0
2024-03-21,2.0,37.0,85.0,30.0
2022-03-24,7.2,14.8,19.2,1.5
2041-04-19,11.2,18.7,5.1,3.8
2021-02-26,7.5,16.0,28.7,8.2
2035-06-03,13.3,22.5,7.7,0.8
2022-04-22,11.7,17.3,25.5,1.5
2028-01-30,8.1,16.9,21.6,1.5
2036-04-13,13.1,19.1,23.9,5.5
2045-04-24,8.1,17.1,29.9,0.5
2033-12-04,13.0,21.9,9.1,0.4
2036-08-10,9.9,16.6,29.6,3.4
2038-11-11,12.4,22.3,7.5,0.0
2047-10-17,10.6,19.9,13.6,15.1
2023-01-21,7.2,16.6,19.9,6.6
2035-07-12,3.0,37.0,80.0,45.0
2031-10-14,9.0,17.0,33.2,7.3
2022-01-12,12.6,19.7,20.4,1.5
2037-11-04,7.3,12.9,24.5,0.8
2036-06-10,10.7,19.3,20.7,0.3
2029-07-29,9.9,15.5,18.4,3.8
2035-06-26,0.0,37.0,75.0,30.0
2033-12-17,3.0,40.0,80.0,45.0
2048-04-23,14.5,20.6,42.1,2.3
2031-05-23,10.0,15.9,7.8,3.6
2037-12-26,15.6,22.3,17.7,2.9
2032-04-22,15.0,20.8,5.7,2.4
2038-05-05,9.1,15.2,15.4,4.5
2022-02-01,-2.0,40.0,80.0,45.0
2040-04-21,12.9,22.5,16.7,2.4
2029-09-02,8.8,17.8,20.0,3.6
2040-04-05,14.8,21.5,15.7,1.0
2043-05-16,8.4,17.2,35.1,0.9
2038-02-05,8.2,18.2,40.7,3.6
2021-08-16,6.8,12.3,30.3,4.6
2033-09-06,8.4,17.1,21.4,5.1
2040-09-21,2.0,45.0,70.0,30.0
2025-02-17,10.3,16.9,36.0,1.6
2047-12-09,7.0,15.3,11.2,3.6
2047-12-01,6.9,16.7,7.3,1.9
2025-08-12,6.5,12.8,22.7,12.4
2022-05-15,5.9,11.8,14.0,2.2
2041-01-16,11.9,18.1,31.6,2.4
2048-03-14,10.2,16.6,34.2,2.0
2026-02-21,9.4,16.1,20.7,6.5
2028-12-23,12.3,19.3,30.1,4.9
2022-05-29,7.3,12.5,21.9,20.0
2032-12-08,12.0,21.1,17.1,0.2
2037-01-29,11.1,20.0,17.3,12.4
2039-04-09,11.1,20.3,24.6,2.4
2028-07-16,9.5,18.0,15.8,6.9
2033-10-01,9.1,16.6,18.9,5.3
2022-04-20,14.9,21.8,24.2,0.4
2036-06-14,14.1,23.4,15.1,0.0
2027-05-02,10.7,17.0,31.4,3.1
2044-09-20,15.0,21.1,22.5,0.7
2029-06-08,13.6,19.1,8.1,0.0
2022-04-26,9.6,18.2,17.8,1.8
2046-05-02,-2.0,35.0,90.0,30.0
2044-07-26,15.3,20.4,7.7,0.9
2043-06-20,0.0,45.0,75.0,45.0
2027-09-20,7.9,13.0,18.0,2.8
2040-10-25,10.8,18.0,23.5,2.0
2046-05-31,10.3,18.6,21.1,7.1
2038-07-09,12.6,18.0,19.4,5.5
2032-02-01,9.7,16.0,22.2,4.6
2024-09-11,9.3,14.4,31.8,7.3
2045-08-17,9.9,15.7,2.6,4.9
2027-11-04,12.4,17.6,24.8,0.4
2040-10-21,0.0,45.0,90.0,45.0
2036-12-28,11.1,16.5,16.0,2.9
2034-10-14,12.1,19.1,27.8,6.5
2025-05-26,10.4,16.3,19.8,1.4
2032-04-25,13.2,20.9,20.4,1.0
2047-01-19,10.6,17.3,27.5,5.9
2032-02-20,10.9,20.5,21.6,6.5
2024-12-17,8.4,14.8,17.6,10.4
2045-06-19,9.9,15.2,37.7,11.8
2023-10-18,11.6,18.0,5.0,1.7
2022-12-07,11.8,19.9,26.6,4.9
2046-11-28,9.7,18.9,31.2,4.4
2026-02-10,13.1,22.0,14.4,0.6
2041-08-16,10.3,15.6,9.6,4.7
2027-08-15,11.0,16.5,0.0,22.8
2026-10-24,9.9,17.2,18.6,6.7
2045-05-26,7.5,13.0,23.6,6.9
2026-04-06,12.2,17.7,27.0,0.2
2031-12-22,8.1,15.2,20.4,2.0
2043-07-20,12.4,20.9,40.2,1.2
2027-11-13,13.7,22.3,10.8,6.1
2024-11-20,11.5,17.9,31.1,5.4
2042-10-18,8.1,17.9,15.3,1.6
2038-07-05,7.3,16.8,13.3,1.9
2026-07-19,10.6,18.8,27.3,12.0
2022-08-18,13.1,21.5,28.7,0.5
2025-04-08,14.5,22.1,33.5,4.3
2046-10-13,15.2,21.4,28.1,0.3
2032-02-29,8.9,15.0,15.6,8.7
2045-06-05,11.2,17.1,31.6,1.4
2026-08-21,10.8,18.7,19.9,2.1
2035-06-21,14.9,20.2,26.7,2.4
2031-09-15,7.8,17.0,11.2,5.6
2043-07-05,0.0,45.0,80.0,30.0
2036-11-27,9.3,15.6,22.5,1.7
2041-09-24,10.1,16.6,19.8,3.2
2044-02-18,0.0,35.0,80.0,50.0
2037-04-04,5.3,13.4,26.8,0.7
2041-12-04,8.7,15.3,18.6,4.4
2030-02-11,6.7,14.6,26.8,4.3
2044-10-08,10.3,18.1,13.8,1.9
2021-10-20,8.2,13.2,17.8,5.4
2030-06-24,15.7,22.9,23.4,1.9
2032-05-24,11.4,19.2,16.7,2.3
2030-04-11,10.2,19.0,14.7,0.7
2044-02-19,11.0,20.0,14.9,5.6
2027-07-21,5.5,10.6,3.4,1.9
2032-12-14,16.3,25.5,17.6,0.1
2024-08-11,8.2,13.2,12.2,1.4
2037-06-01,0.0,40.0,70.0,45.0
2029-11-04,9.9,19.3,25.4,4.9
2032-05-11,8.5,15.1,28.0,10.5
2045-12-19,9.8,17.7,40.4,2.1
2042-08-22,6.5,12.3,30.5,0.7
2036-11-13,9.7,15.4,11.6,0.1
2034-09-24,10.2,18.8,0.0,7.8
2028-07-14,14.7,21.5,20.1,3.9
2034-09-30,9.8,18.3,25.5,0.8
2033-09-04,11.3,20.4,16.0,10.4
2039-03-26,9.7,14.7,9.0,14.3
2044-09-09,0.0,35.0,75.0,30.0
2043-10-24,2.0,42.0,85.0,30.0
2030-09-11,11.0,19.4,23.2,0.2
2038-11-12,13.4,21.1,16.0,3.5
2041-10-28,7.8,17.8,18.0,3.8
2023-04-18,7.0,16.7,25.6,0.9
2038-12-25,9.4,16.8,0.0,2.0
2035-08-05,-2.0,40.0,85.0,45.0
2034-08-04,10.9,18.4,32.4,4.8
2047-11-19,6.7,16.4,19.4,2.1
2042-05-13,7.6,14.5,13.1,2.7
2032-11-24,10.1,15.7,30.0,3.5
2042-09-22,9.4,19.3,22.2,0.8
2033-11-16,12.0,18.0,17.6,0.3
2046-05-20,14.5,23.2,13.4,3.1
2037-09-28,9.4,14.9,22.5,4.4
2021-06-07,11.4,17.4,31.9,0.3
2040-04-26,4.8,12.0,19.6,0.6
2035-03-19,8.1,15.1,20.0,0.8
2024-12-12,13.5,19.1,15.7,4.8
2037-10-15,8.4,18.2,19.1,9.8
2043-07-18,8.3,14.0,33.0,1.6
2036-12-07,0.0,40.0,80.0,40.0
2042-06-17,9.8,18.3,16.7,0.3
2046-06-20,12.5,21.0,28.1,4.2
2029-01-26,1.0,7.6,22.4,4.9
2026-05-18,11.9,20.8,20.7,4.4
2027-10-20,7.7,17.0,27.5,5.4
2043-06-19,8.8,14.2,25.6,8.6
2029-02-11,6.8,14.2,31.3,5.6
2030-09-06,4.0,37.0,80.0,40.0
2042-02-22,10.5,17.2,22.0,1.0
2044-04-26,7.2,13.7,28.1,1.3
2045-01-19,6.4,11.9,20.3,1.4
2042-10-30,8.0,14.7,27.4,5.6
2025-03-24,8.6,18.4,20.1,8.3
2047-03-27,5.8,10.9,4.3,13.3
2039-08-07,12.7,19.4,11.9,0.6
2029-01-11,7.3,14.0,18.1,2.1
2027-11-23,3.3,11.7,28.8,7.8
2045-01-02,10.6,16.9,9.9,3.8
2044-08-12,13.1,19.7,18.6,1.3
2022-08-27,14.1,20.7,16.3,1.2
2029-02-04,12.8,20.1,32.7,1.2
2034-08-07,0.0,40.0,85.0,50.0
2022-01-29,15.5,21.9,31.8,1.0
2042-04-21,4.0,45.0,85.0,45.0
2028-03-04,14.4,23.8,20.2,0.3
2035-02-13,10.4,16.0,20.2,13.1
2034-02-11,9.5,16.4,19.3,0.4
2038-01-06,7.3,15.5,5.8,9.6
2036-03-12,14.0,19.2,17.4,10.2
2034-01-27,0.0,35.0,75.0,45.0
2040-04-18,9.7,15.3,21.1,4.2
2030-08-22,11.5,19.9,18.4,4.3
2041-12-27,11.9,18.7,19.6,1.6
2036-05-13,15.3,23.9,20.7,0.4
2038-09-02,8.1,13.3,21.2,3.5
2029-04-12,13.5,21.9,18.4,0.9
2040-04-09,3.1,10.1,24.1,3.7
2030-08-29,16.2,23.9,19.1,2.1
2042-01-02,-2.0,42.0,90.0,35.0
2022-02-06,8.2,16.6,15.9,3.1
2039-02-11,10.0,18.2,11.1,8.9
2025-06-20,7.5,16.0,12.1,1.4
2039-11-08,7.6,14.8,9.6,2.2
2040-09-13,10.9,20.9,30.3,5.0
2037-01-06,8.3,15.3,7.4,7.0
2040-02-15,6.2,14.7,21.9,0.1
2033-03-01,11.7,20.4,8.0,0.6
2034-12-13,9.7,16.4,8.9,0.6
2044-08-09,12.1,18.4,18.5,0.3
2029-03-23,15.7,24.1,29.3,1.9
2044-07-15,8.7,15.7,21.5,6.5
2046-10-11,6.3,14.0,23.9,15.2
2034-10-26,3.8,10.2,29.0,0.0
2045-11-09,0.0,40.0,75.0,45.0
2026-08-30,9.6,14.7,31.8,9.5
2047-08-16,10.1,17.6,35.4,1.3
2025-05-19,7.8,13.1,22.2,1.1
2031-12-16,9.9,16.6,23.3,13.1
2024-10-17,10.9,18.8,24.3,1.5
2044-01-09,8.1,14.3,14.6,10.0
2042-09-13,11.8,20.2,10.5,9.4
2024-11-06,7.7,17.4,21.4,1.8
2023-03-21,7.3,15.7,5.4,1.4
2026-07-23,8.5,15.4,15.3,5.8
2045-11-24,0.0,45.0,70.0,40.0
2038-03-03,8.9,14.1,19.4,2.2
2043-12-22,-2.0,35.0,90.0,30.0
2044-09-29,9.8,15.8,10.6,3.1
2025-08-30,11.9,21.3,10.4,7.6
2047-05-29,9.3,15.0,37.1,2.7
2043-10-09,9.4,19.0,11.7,3.8
2042-06-30,16.0,25.9,17.5,5.5
2035-08-15,12.3,22.0,10.7,1.2
2023-05-22,3.0,37.0,80.0,40.0
2039-08-23,8.9,14.6,29.9,1.9
2031-09-20,5.5,13.8,22.0,2.4
2026-02-24,12.9,20.7,14.3,2.1
2040-08-25,13.6,22.1,18.5,3.2
2041-01-13,13.7,23.2,13.8,0.8
2047-02-05,13.7,20.2,28.3,0.4
2039-08-10,14.2,22.3,0.0,0.6
2027-04-07,9.2,17.8,26.7,22.0
2036-07-21,7.1,16.9,8.0,3.3
2043-06-24,11.0,17.5,22.7,2.6
2047-12-13,8.4,15.6,35.5,0.8
2039-11-01,9.1,17.1,8.4,1.1
2024-01-21,3.0,37.0,75.0,30.0
2037-02-20,11.4,16.9,20.6,1.6
2023-11-13,12.0,17.9,11.4,0.7
2041-06-30,8.1,16.3,33.8,0.7
2032-12-30,10.5,16.2,20.0,1.7
2038-11-23,12.5,17.7,32.3,1.6
2025-04-18,5.3,15.0,28.0,1.5
2022-04-08,7.9,16.2,9.9,0.3
2023-01-14,10.1,16.2,21.1,1.9
2021-08-11,12.1,20.4,27.4,0.2
2038-05-17,10.2,15.6,15.4,5.5
2034-08-16,5.9,11.4,16.9,12.3
2027-10-22,12.6,18.6,26.0,0.1
2022-09-18,8.5,13.5,23.9,0.6
2041-05-01,11.6,18.7,22.8,9.1
2043-04-04,9.5,19.1,23.5,2.4
2026-12-18,10.6,19.5,27.2,0.3
2031-02-26,11.3,17.0,9.4,6.9
2034-05-01,10.4,16.1,15.4,2.9
2041-08-26,12.4,18.5,7.3,4.4
2045-08-21,7.9,17.7,15.6,0.2
2041-10-07,12.0,21.1,28.3,3.7
2047-01-13,8.8,15.5,22.3,9.4
2021-12-20,9.5,18.9,11.2,1.0
2032-03-08,13.9,19.9,21.9,2.0
2022-04-02,9.7,15.2,5.3,5.4
2030-01-29,11.2,19.5,19.2,0.2
2044-03-24,6.0,15.7,16.9,5.0
2021-08-28,12.6,21.6,29.3,0.3
2029-08-15,9.7,18.2,27.3,6.1
2040-09-19,10.2,18.3,8.1,7.7
2033-05-16,11.0,18.1,21.9,10.2
2042-08-14,8.4,17.3,13.2,5.3
2028-02-09,3.3,10.6,17.6,6.1
2041-06-09,16.3,25.5,17.4,0.2
2023-10-16,9.0,16.9,19.7,1.3
2039-08-06,8.6,14.1,20.5,18.5
2041-07-27,10.7,20.3,5.8,0.9
2025-10-27,14.9,22.7,29.5,2.8
2036-06-11,12.4,19.8,21.8,1.3
2047-06-30,6.9,13.2,24.0,1.0
2023-02-14,2.0,40.0,85.0,35.0
2024-01-09,9.6,18.7,12.3,8.4
2045-10-07,5.5,10.8,24.7,0.5
2032-02-02,11.2,17.3,38.8,6.2
2028-09-03,11.0,16.3,3.2,2.9
2031-07-25,11.8,19.9,13.2,5.9
2043-09-14,16.6,23.3,28.6,1.5
2037-12-13,-2.0,40.0,75.0,40.0
2042-08-02,-2.0,37.0,80.0,50.0
2040-03-28,0.0,42.0,90.0,50.0
2037-01-31,13.8,21.3,10.9,8.6
2034-03-27,11.9,18.2,31.0,8.5
2045-04-25,3.5,11.2,13.2,0.0
2035-04-26,-2.0,40.0,90.0,40.0
2034-12-19,13.1,20.1,23.2,1.1
2023-11-01,8.6,17.3,29.3,8.5
2047-01-20,-2.0,42.0,85.0,30.0
2032-08-08,9.0,18.8,18.5,1.6
2030-06-21,10.1,19.5,18.2,5.6
2044-04-07,2.0,40.0,75.0,50.0
2023-06-26,5.9,13.6,15.1,0.8
2037-10-17,-2.0,40.0,75.0,40.0
2041-10-03,13.6,22.6,20.0,2.4
2039-12-14,8.1,16.9,21.2,4.1
2046-04-21,9.8,18.8,23.8,1.7
2045-07-06,7.2,12.7,10.1,11.5
2044-08-22,6.7,15.8,16.9,4.1
2027-04-06,12.4,20.3,32.5,1.0
2037-04-29,-2.0,40.0,75.0,50.0
2032-12-16,10.1,19.3,22.5,3.7
2046-04-19,3.0,42.0,70.0,30.0
2041-04-18,9.3,17.8,15.5,4.0
2037-05-09,12.1,21.3,18.8,5.0
2027-12-10,8.7,15.9,13.9,2.8
2030-05-18,4.7,13.1,15.9,1.0
2035-01-26,7.9,14.0,16.6,4.8
2038-10-18,8.9,15.8,22.2,6.5
2047-10-16,5.4,12.3,32.4,8.4
2030-10-15,6.2,12.7,28.6,6.7
2045-04-19,11.4,20.7,23.8,4.1
2026-03-17,9.0,16.1,15.6,0.3
2041-10-05,9.9,19.1,26.7,3.3
2029-12-10,15.8,21.0,18.2,0.7
2025-04-19,8.4,14.8,0.0,2.2
2034-05-10,11.3,19.9,23.7,6.9
2021-12-14,5.8,14.0,2.5,0.2
2024-05-27,8.3,17.5,38.8,0.1
2022-02-25,16.2,24.7,7.8,2.9
2043-11-05,6.0,13.0,19.9,0.6
2038-04-12,9.4,15.8,15.2,1.3
2046-10-15,10.3,17.6,12.1,3.7
2043-01-29,13.0,20.5,30.5,2.8
2042-02-02,8.0,13.6,18.9,0.4
2047-04-21,1.6,11.3,27.1,15.7
2023-10-29,5.0,10.6,22.5,1.1
2034-01-12,12.2,17.3,35.9,0.1
2029-02-16,4.5,12.4,27.5,0.0
2037-02-12,7.8,14.6,18.9,3.6
2031-02-07,9.5,17.5,24.9,0.6
2029-04-15,10.6,17.0,20.7,5.4
2023-02-03,9.7,19.4,18.6,1.0
2042-08-03,10.4,15.6,23.4,1.2
2031-12-19,5.9,15.9,24.7,9.0
2047-09-14,6.8,11.9,0.0,5.9
2024-05-07,11.9,20.7,20.5,6.2
2034-10-24,12.5,21.8,23.5,1.1
2026-11-05,8.9,18.6,9.7,7.4
2027-08-21,9.9,18.1,24.2,10.8
2028-04-30,11.0,19.6,1.6,5.1
2044-07-30,11.7,17.8,21.4,0.4
2035-06-18,12.0,18.3,18.1,4.2
2043-05-21,4.0,42.0,70.0,50.0
2025-04-25,9.9,17.1,24.5,2.5
2022-05-25,7.5,14.6,24.8,0.1
2044-07-07,7.9,14.7,20.6,2.0
2031-05-05,4.5,10.0,13.1,1.7
2027-04-24,16.0,22.0,13.4,0.0
2032-06-23,10.8,17.2,26.8,4.8
2030-02-02,17.0,23.6,20.5,1.5
2025-12-19,0.0,37.0,85.0,35.0
2024-06-13,9.8,15.0,19.7,6.9
2034-04-07,13.5,18.9,20.8,2.1
2029-03-22,8.8,16.8,33.6,11.7
2027-10-11,10.9,19.5,12.4,17.5
2022-12-13,9.7,18.5,20.5,4.7
2044-01-12,13.0,20.2,20.7,0.3
2033-09-09,4.0,35.0,80.0,50.0
2038-11-05,10.4,19.3,23.4,0.7
2040-03-19,7.4,15.0,28.9,1.2
2036-06-17,8.2,17.9,29.1,24.1
2024-10-04,5.9,11.0,15.9,0.7
2022-12-14,8.4,13.8,6.4,1.3
2039-02-01,4.9,11.1,24.1,0.5
2044-04-04,7.0,15.8,16.5,1.5
2046-11-18,8.1,17.3,22.8,11.3
2032-07-03,6.7,15.1,3.2,5.6
2043-11-03,10.0,15.7,21.2,4.0
2025-01-22,15.2,23.4,24.6,5.7
2031-08-21,9.8,15.6,15.6,2.9
2037-12-23,8.3,13.8,17.3,0.1
2033-08-06,9.4,15.9,23.3,7.4
2025-11-30,10.6,16.9,17.2,1.7
2033-10-21,12.1,19.3,34.4,0.3
2025-12-27,10.2,16.9,22.7,5.0
2040-07-07,11.9,20.9,23.5,6.7
2032-04-04,7.7,14.2,13.4,7.2
2035-03-28,12.8,19.3,8.8,0.1
2047-03-15,8.9,18.4,13.9,4.7
2025-10-08,9.5,16.7,25.4,3.4
2025-07-17,7.0,14.0,18.6,0.1
2021-08-01,12.9,21.6,18.1,1.9
2040-01-07,13.2,20.1,26.0,1.3
2029-06-07,9.3,14.6,0.0,1.8
2021-11-20,16.3,23.9,32.8,2.1
2040-11-27,2.0,40.0,80.0,45.0
2024-01-03,4.0,11.5,11.2,0.3
2047-08-20,5.9,12.9,9.6,2.3
2024-09-21,10.6,15.6,15.2,5.8
2021-12-01,12.9,22.7,18.9,3.4
2042-01-03,11.0,20.9,35.7,1.8
2025-06-02,9.8,17.9,6.0,0.2
2033-11-10,11.5,20.5,16.8,0.6
2023-03-04,10.8,20.7,30.3,14.3
2021-08-22,8.0,14.4,17.0,1.2
2034-01-20,9.2,16.6,22.6,2.0
2031-04-30,8.5,15.5,19.2,10.2
2045-05-27,9.3,19.0,17.5,1.1
2045-05-03,9.8,15.4,20.9,9.2
2044-02-07,10.6,16.3,34.2,2.3
2033-05-12,2.0,42.0,70.0,45.0
2035-07-30,10.6,20.0,16.7,0.2
2044-05-12,11.4,16.5,21.6,1.2
2037-03-01,13.2,19.8,15.1,2.2
2028-01-19,17.9,25.2,19.3,3.5
2027-08-11,7.2,14.6,27.2,5.7
2029-12-09,12.0,21.4,33.4,4.1
2039-05-24,9.8,19.2,11.2,3.4
2032-04-06,5.4,12.6,28.1,2.2
2027-11-28,11.1,21.0,35.3,3.4
2023-05-22,7.6,14.1,19.4,2.8
2031-03-07,16.9,23.0,6.7,0.8
2024-06-17,7.2,16.7,9.7,3.2
2025-06-07,8.7,14.1,19.5,4.5
2040-09-23,10.5,17.6,12.4,10.9
2037-02-16,9.3,17.7,12.4,0.9
2034-04-26,5.9,12.9,15.8,1.8
2045-11-11,9.7,15.2,12.9,5.6
2036-08-22,12.6,17.9,16.5,2.2
2036-06-09,9.0,16.5,15.2,7.2
2024-05-05,6.4,12.5,28.5,1.0
2044-10-30,11.9,21.1,6.4,4.4
2025-11-01,7.5,16.8,13.5,18.6
2040-05-17,12.4,21.9,15.1,1.6
2031-08-10,5.6,12.8,2.0,5.6
2039-03-16,13.3,18.3,20.4,3.3
2041-06-20,15.2,23.6,17.6,1.2
2025-02-22,4.4,11.0,16.2,0.6
2030-05-07,7.5,13.7,16.6,5.7
2039-01-14,9.2,16.0,25.6,4.0
2036-10-13,10.3,15.3,36.4,5.6
2027-11-29,9.1,14.4,22.1,4.5
2029-05-19,11.0,17.9,17.9,7.5
2044-02-29,14.8,23.7,8.5,1.4
2032-08-25,10.7,19.4,12.2,8.0
2037-08-26,11.0,19.7,16.9,7.5
2035-12-06,15.1,24.5,5.9,9.1
2046-12-18,5.8,13.9,24.6,10.4
2026-10-12,8.4,15.8,14.7,5.5
2027-07-04,14.3,22.6,19.9,2.4
2044-01-02,13.5,21.6,8.9,0.3
2029-05-18,8.8,17.4,19.8,7.6
2031-02-12,12.6,21.9,10.8,0.7
2028-05-25,13.3,20.3,18.8,12.8
2034-05-27,6.8,14.6,4.9,2.0
2042-01-08,0.0,7.8,13.3,4.9
2027-03-25,-2.0,37.0,90.0,30.0
2044-11-22,19.5,28.6,28.3,1.4
2022-09-10,12.2,22.0,13.3,1.3
2028-01-21,14.4,20.2,13.4,0.7
2028-07-11,11.2,16.9,36.2,8.0
2047-05-01,13.0,22.2,11.9,3.9
2037-05-04,13.7,21.4,26.5,0.2
2041-10-21,13.0,21.0,11.8,0.8
2042-01-11,11.6,21.3,21.0,8.4
